time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lastKnownUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:nBinDeltaDeleteOps,Op:nBinDeltaGetOps,Op:nBinDeltaInsertOps,Op:nBinDeltaUpdateOps,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2015-12-20 12:22:49.804 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,25832744,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:23:49.809 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,25832744,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:24:49.814 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,25832744,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:25:49.820 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,26482904,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:26:49.826 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,26482904,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:27:49.830 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,26482904,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:28:49.835 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,26482904,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:29:49.840 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,26482904,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:30:49.845 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27141224,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:31:49.849 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27141224,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:32:49.854 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27141224,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:33:49.860 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27141224,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:34:49.866 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27141224,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:35:49.870 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27791368,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:36:49.875 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27791368,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:37:49.880 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27791368,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:38:49.884 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27791368,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:39:49.888 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27791368,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:40:49.892 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,27791368,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:41:49.896 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28441568,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:42:49.899 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28441568,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:43:49.904 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28441568,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:44:49.909 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28441568,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:45:49.914 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,28441568,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:46:49.918 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29091768,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:47:49.923 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29091768,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:48:49.927 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29091768,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:49:49.931 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29091768,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:50:49.937 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29091768,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:51:49.941 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29741904,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:52:49.946 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29741904,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:53:49.949 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29741904,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:54:49.954 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29741904,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:55:49.961 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,29741904,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:56:49.967 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30392072,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:57:49.972 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30392072,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:58:49.978 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30392072,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2015-12-20 12:59:49.982 UTC, ,125,3164909,1160,19056, , ,5, , , , , , , , , , ,1,5,5, , , ,3,3,7, , , , , , , , , , , , , , , , ,30011,19, ,28639, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1450612607988,3145728, , , , , , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30392072,-1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
